Area,Division,House Type,Family income,Monthly electricity bill,Bill more than 800 or not,Monthly gas bill,Electricity supply,Average loadshedding duration (hours) Per Day,Loadshedding rate,Have voltage stabilizer,Have electricity meter,Percentage of income used in electricity bil
Urban,Dhaka,Mixed,8000,600,0,1100,Yes,6,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,8000,1025,1,1100,Yes,6,Few times a day,No,Yes,13%
Urban,Dhaka,Mixed,8000,1800,1,0,Yes,12,Few times a day,No,Yes,23%
Urban,Dhaka,Pucca,15000,860,1,0,Yes,8,Few times a day,No,Yes,6%
Urban,Dhaka,Kaccha,15000,1200,1,1000,Yes,11,Few times a day,No,Yes,8%
Urban,Khulna,Pucca,8000,600,0,1000,Yes,2,Few times a day,No,Yes,8%
Urban,Khulna,Mixed,8000,353,0,0,Yes,2,Few times a day,No,Yes,4%
Urban,Khulna,Mixed,25000,479,0,0,Yes,1,Few times a day,No,Yes,2%
Urban,Khulna,Mixed,45000,700,0,0,Yes,2,Few times a day,Yes,Yes,2%
Urban,Khulna,Mixed,15000,500,0,0,Yes,2,Few times a day,No,Yes,3%
Urban,Khulna,Kaccha,5000,258,0,0,Yes,2,Few times a day,No,Yes,5%
Urban,Khulna,Mixed,25000,200,0,0,Yes,1,Few times a day,No,Yes,1%
Urban,Khulna,Pucca,5000,240,0,0,Yes,2,Few times a day,No,Yes,5%
Urban,Khulna,Kaccha,5000,500,0,0,Yes,2,Few times a day,No,Yes,10%
Urban,Khulna,Mixed,45000,449,0,0,Yes,2,Few times a day,Yes,Yes,1%
Urban,Khulna,Pucca,35000,1000,1,1200,Yes,2,Few times a day,Yes,Yes,3%
Urban,Khulna,Kaccha,8000,1100,1,0,Yes,3,Few times a day,Yes,Yes,14%
Urban,Khulna,Pucca,15000,700,0,1100,Yes,2,Few times a day,Yes,Yes,5%
Urban,Khulna,Mixed,15000,1200,1,1100,Yes,3,Few times a day,Yes,Yes,8%
Urban,Mymensingh,Pucca,25000,957,1,1200,Yes,3,Few times a week,Yes,Yes,4%
Urban,Mymensingh,Pucca,35000,2000,1,1400,Yes,1,Few times a month,No,Yes,6%
Urban,Mymensingh,Pucca,25000,600,0,1050,Yes,10,Few times a day,Yes,Yes,2%
Urban,Mymensingh,Pucca,8000,450,0,0,Yes,12,Few times a day,Yes,Yes,6%
Urban,Mymensingh,Kaccha,25000,250,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Mymensingh,Mixed,45000,340,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rajshahi,Pucca,25000,996,1,0,Yes,2,Few times a day,Yes,Yes,4%
Urban,Rajshahi,Pucca,45000,1000,1,0,Yes,3,Few times a day,No,Yes,2%
Urban,Rajshahi,Pucca,25000,812,1,0,Yes,2,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,707,0,0,Yes,2,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,15000,350,0,0,Yes,3,Few times a day,Yes,Yes,2%
Urban,Rajshahi,Pucca,15000,450,0,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,15000,373,0,0,Yes,2,Few times a day,No,Yes,2%
Urban,Rajshahi,Mixed,25000,783,0,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,65000,1500,1,0,Yes,8,Few times a day,Yes,Yes,2%
Urban,Rajshahi,Kaccha,45000,600,0,0,Yes,7,Few times a day,Yes,Yes,1%
Urban,Rajshahi,Pucca,35000,1200,1,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,800,1,0,Yes,7,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Kaccha,15000,500,0,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,800,1,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Kaccha,25000,500,0,0,Yes,7,Few times a day,Yes,Yes,2%
Urban,Rangpur,Mixed,25000,600,0,0,Yes,10,Few times a day,Yes,Yes,2%
Urban,Rangpur,Kaccha,35000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rangpur,Kaccha,25000,200,0,1300,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rangpur,Kaccha,35000,200,0,0,Yes,10,Few times a day,No,No,1%
Urban,Rangpur,Pucca,15000,750,0,0,Yes,10,Few times a day,Yes,Yes,5%
Urban,Rangpur,Pucca,35000,1000,1,1400,Yes,5,Few times a day,Yes,Yes,3%
Urban,Rangpur,Pucca,45000,1500,1,280,Yes,5,Few times a day,Yes,Yes,3%
Urban,Rangpur,Pucca,25000,500,0,1400,Yes,5,Few times a day,Yes,Yes,2%
Urban,Rangpur,Pucca,35000,500,0,1400,Yes,5,Few times a day,Yes,Yes,1%
Urban,Rangpur,Pucca,45000,700,0,1400,Yes,5,Few times a day,Yes,Yes,2%
Urban,Rangpur,Pucca,35000,400,0,1400,Yes,5,Few times a day,Yes,Yes,1%
Urban,Sylhet,Pucca,45000,800,1,1300,Yes,2,Few times a day,Yes,Yes,2%
Urban,Sylhet,Pucca,45000,800,1,0,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Pucca,25000,500,0,260,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Mixed,35000,653,0,1080,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Kaccha,25000,496,0,1100,Yes,8,Few times a day,Yes,Yes,2%
Rural,Barisal,Mixed,35000,2000,1,0,Yes,3,Few times a day,Yes,Yes,6%
Rural,Barisal,Mixed,25000,1700,1,0,Yes,3,Few times a day,No,Yes,7%
Rural,Barisal,Pucca,45000,1500,1,0,Yes,1,Few times a day,Yes,Yes,3%
Rural,Barisal,Pucca,35000,2200,1,190,Yes,6,Few times a day,No,Yes,6%
Rural,Barisal,Kaccha,15000,200,0,0,Yes,4,Few times a day,No,Yes,1%
Rural,Barisal,Kaccha,15000,350,0,0,Yes,4,Few times a day,No,Yes,2%
Rural,Barisal,Kaccha,8000,200,0,0,Yes,3,Few times a day,Yes,Yes,3%
Rural,Barisal,Mixed,25000,570,0,0,Yes,2,Few times a day,No,Yes,2%
Rural,Barisal,Kaccha,25000,700,0,0,Yes,6,Few times a day,Yes,Yes,3%
Rural,Barisal,Kaccha,15000,700,0,0,Yes,2,Few times a day,Yes,Yes,5%
Rural,Barisal,Kaccha,25000,270,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Barisal,Kaccha,25000,600,0,1150,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Kaccha,25000,700,0,1150,Yes,4,Few times a day,Yes,Yes,3%
Rural,Barisal,Kaccha,25000,330,0,0,Yes,4,Few times a day,Yes,Yes,1%
Rural,Barisal,Kaccha,15000,1200,1,1200,Yes,5,Few times a day,Yes,Yes,8%
Rural,Barisal,Pucca,25000,900,1,1300,Yes,3,Few times a day,Yes,Yes,4%
Rural,Barisal,Kaccha,35000,650,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Pucca,15000,700,0,1300,Yes,3,Few times a day,Yes,Yes,5%
Rural,Barisal,Pucca,25000,500,0,1100,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Pucca,45000,930,1,1200,Yes,4,Few times a day,Yes,Yes,2%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,5,Few times a day,Yes,Yes,3%
Rural,Chattogram,Kaccha,45000,700,0,200,Yes,10,Few times a day,Yes,Yes,2%
Rural,Chattogram,Mixed,25000,1000,1,0,Yes,10,Few times a day,Yes,Yes,4%
Rural,Chattogram,Kaccha,15000,200,0,0,No,,,,,1%
Rural,Chattogram,Kaccha,35000,200,0,0,No,,,,,1%
Rural,Chattogram,Kaccha,8000,200,0,0,No,,,,,3%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,4,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,15000,200,0,0,Yes,10,Few times a day,No,No,1%
Rural,Chattogram,Kaccha,15000,275,0,0,Yes,7,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,No,2%
Rural,Chattogram,Kaccha,15000,400,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,8000,450,0,0,Yes,12,Few times a day,No,Yes,6%
Rural,Chattogram,Kaccha,8000,500,0,0,Yes,10,Few times a day,No,Yes,6%
Rural,Chattogram,Kaccha,15000,1500,1,0,Yes,10,Few times a day,No,Yes,10%
Rural,Chattogram,Kaccha,15000,1000,1,0,Yes,8,Few times a day,Yes,Yes,7%
Rural,Chattogram,Kaccha,15000,800,1,0,Yes,10,Few times a day,No,Yes,5%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Mixed,35000,500,0,0,Yes,8,Few times a day,Yes,Yes,1%
Rural,Chattogram,Kaccha,25000,700,0,0,Yes,7,Few times a day,Yes,Yes,3%
Rural,Chattogram,Kaccha,25000,750,0,0,Yes,3,Few times a day,No,Yes,3%
Rural,Chattogram,Mixed,35000,1000,1,0,Yes,7,Few times a day,Yes,Yes,3%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,7,Few times a day,Yes,Yes,3%
Rural,Chattogram,Kaccha,15000,600,0,0,Yes,10,Few times a day,Yes,Yes,4%
Rural,Chattogram,Pucca,25000,300,0,0,Yes,10,Few times a day,No,Yes,1%
Rural,Chattogram,Kaccha,15000,1000,1,1100,Yes,10,Few times a day,No,Yes,7%
Rural,Chattogram,Kaccha,35000,800,1,1200,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Mixed,15000,270,0,0,Yes,12,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,65000,1800,1,1080,Yes,5,Few times a day,Yes,Yes,3%
Rural,Chattogram,Pucca,85000,1500,1,1000,Yes,3,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,35000,800,1,800,Yes,4,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,45000,1500,1,1000,Yes,3,Few times a day,No,Yes,3%
Rural,Chattogram,Pucca,45000,1000,1,1000,Yes,2,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,35000,500,0,1400,Yes,1,Once a day,No,Yes,1%
Rural,Chattogram,Pucca,8000,600,0,500,Yes,1,Few times a day,No,Yes,8%
Rural,Chattogram,Pucca,25000,500,0,500,Yes,2,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,15000,700,0,500,Yes,1,Few times a day,No,Yes,5%
Rural,Chattogram,Pucca,15000,800,1,500,Yes,2,Few times a day,No,Yes,5%
Rural,Chattogram,Pucca,35000,1500,1,1000,Yes,2,Few times a day,No,Yes,4%
Rural,Chattogram,Pucca,35000,2000,1,1000,Yes,10,Few times a day,Yes,Yes,6%
Rural,Chattogram,Pucca,15000,500,0,500,Yes,1,Few times a day,No,Yes,3%
Rural,Chattogram,Pucca,35000,500,0,500,Yes,0,Once a day,No,Yes,1%
Rural,Chattogram,Pucca,8000,1500,1,1000,Yes,1,Once a day,No,Yes,19%
Rural,Chattogram,Pucca,25000,500,0,1480,Yes,3,Few times a day,No,Yes,2%
Rural,Chattogram,Pucca,15000,800,1,500,Yes,1,Once a day,No,Yes,5%
Rural,Chattogram,Pucca,15000,700,0,500,Yes,1,Once a day,No,Yes,5%
Rural,Chattogram,Pucca,15000,1500,1,500,Yes,1,Once a day,No,Yes,10%
Rural,Chattogram,Pucca,8000,1000,1,500,Yes,1,Once a day,No,Yes,13%
Rural,Chattogram,Pucca,45000,2000,1,1400,Yes,3,Few times a day,Yes,Yes,4%
Rural,Chattogram,Pucca,85000,5000,1,290,Yes,3,Few times a day,Yes,Yes,6%
Rural,Dhaka,Pucca,35000,1000,1,1200,Yes,3,Few times a day,Yes,Yes,3%
Rural,Dhaka,Mixed,35000,1200,1,1100,Yes,2,Few times a day,Yes,Yes,3%
Rural,Dhaka,Mixed,25000,1750,1,1150,Yes,3,Few times a day,Yes,Yes,7%
Rural,Dhaka,Pucca,25000,1300,1,1050,Yes,5,Few times a day,Yes,Yes,5%
Rural,Dhaka,Pucca,45000,1200,1,1100,Yes,2,Few times a day,Yes,Yes,3%
Rural,Dhaka,Pucca,35000,1500,1,1150,Yes,4,Few times a day,Yes,Yes,4%
Rural,Dhaka,Pucca,35000,1000,1,1180,Yes,3,Few times a day,Yes,Yes,3%
Rural,Dhaka,Mixed,15000,500,0,1080,Yes,1,Few times a day,No,Yes,3%
Rural,Dhaka,Kaccha,15000,1000,1,1080,Yes,1,Few times a day,No,Yes,7%
Rural,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Rural,Dhaka,Pucca,25000,800,1,216,Yes,1,Few times a day,No,Yes,3%
Rural,Dhaka,Mixed,25000,1200,1,1080,Yes,1,Few times a day,No,Yes,5%
Rural,Dhaka,Pucca,25000,900,1,1080,Yes,1,Once a day,No,Yes,4%
Rural,Dhaka,Pucca,35000,800,1,1080,Yes,1,Once a day,No,Yes,2%
Rural,Dhaka,Mixed,15000,1200,1,216,Yes,1,Few times a day,No,Yes,8%
Rural,Dhaka,Mixed,15000,1400,1,1080,Yes,1,Few times a day,No,Yes,9%
Rural,Dhaka,Mixed,25000,1500,1,1080,Yes,1,Few times a day,No,Yes,6%
Rural,Dhaka,Mixed,25000,1500,1,216,Yes,1,Few times a day,No,Yes,6%
Rural,Dhaka,Pucca,35000,1600,1,1080,Yes,1,Once a day,No,Yes,5%
Rural,Dhaka,Pucca,35000,540,0,1080,Yes,3,Once a day,No,Yes,2%
Rural,Dhaka,Pucca,25000,1700,1,216,Yes,1,Few times a day,No,Yes,7%
Rural,Dhaka,Pucca,25000,2000,1,1080,Yes,1,Few times a day,No,Yes,8%
Rural,Dhaka,Pucca,35000,1200,1,800,Yes,3,Few times a day,Yes,Yes,3%
Rural,Dhaka,Pucca,35000,1200,1,800,Yes,3,Few times a day,Yes,Yes,3%
Rural,Dhaka,Pucca,35000,1000,1,1000,Yes,4,Few times a day,Yes,Yes,3%
Rural,Dhaka,Mixed,25000,1280,1,550,Yes,4,Few times a day,Yes,Yes,5%
Rural,Dhaka,Mixed,25000,1350,1,580,Yes,3,Few times a day,Yes,Yes,5%
Rural,Dhaka,Mixed,25000,1200,1,550,Yes,3,Few times a day,Yes,Yes,5%
Rural,Dhaka,Mixed,15000,700,0,500,Yes,4,Few times a day,Yes,Yes,5%
Rural,Dhaka,Mixed,25000,460,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Dhaka,Kaccha,25000,700,0,1400,Yes,3,Few times a day,Yes,Yes,3%
Rural,Dhaka,Kaccha,15000,700,0,1450,Yes,4,Few times a day,Yes,Yes,5%
Rural,Dhaka,Mixed,25000,800,1,0,Yes,4,Few times a day,No,Yes,3%
Rural,Dhaka,Pucca,65000,280,0,250,Yes,2,Few times a day,No,Yes,0%
Rural,Dhaka,Kaccha,25000,1000,1,1100,Yes,3,Few times a day,No,Yes,4%
Rural,Dhaka,Mixed,8000,400,0,0,Yes,10,Few times a day,No,Yes,5%
Rural,Dhaka,Pucca,15000,1836,1,0,Yes,5,Few times a day,No,Yes,12%
Rural,Dhaka,Mixed,15000,400,0,0,Yes,5,Few times a day,No,Yes,3%
Rural,Dhaka,Kaccha,8000,2000,1,0,Yes,7,Few times a day,No,Yes,25%
Rural,Dhaka,Kaccha,8000,700,0,0,Yes,4,Few times a day,No,Yes,9%
Rural,Dhaka,Kaccha,8000,800,1,0,Yes,6,Few times a day,No,Yes,10%
Rural,Dhaka,Kaccha,8000,800,1,0,Yes,6,Few times a day,No,Yes,10%
Rural,Dhaka,Pucca,15000,450,0,1000,Yes,5,Few times a day,No,Yes,3%
Rural,Dhaka,Kaccha,8000,1375,1,0,Yes,10,Few times a day,No,Yes,17%
Rural,Dhaka,Kaccha,35000,1200,1,0,Yes,7,Few times a day,No,Yes,3%
Rural,Dhaka,Pucca,15000,1300,1,1300,Yes,4,Few times a day,Yes,Yes,9%
Rural,Dhaka,Mixed,15000,200,0,0,Yes,5,Few times a day,No,Yes,1%
Rural,Dhaka,Mixed,8000,1000,1,0,Yes,4,Few times a day,No,Yes,13%
Rural,Dhaka,Pucca,15000,700,0,0,Yes,4,Few times a day,No,Yes,5%
Rural,Dhaka,Kaccha,8000,1086,1,0,Yes,5,Few times a day,No,Yes,14%
Rural,Dhaka,Kaccha,15000,600,0,0,Yes,6,Few times a day,No,Yes,4%
Rural,Dhaka,Mixed,8000,500,0,0,Yes,10,Few times a day,No,Yes,6%
Rural,Dhaka,Mixed,8000,1000,1,0,Yes,6,Few times a day,No,Yes,13%
Rural,Dhaka,Mixed,5000,400,0,0,Yes,6,Few times a day,No,Yes,8%
Rural,Dhaka,Pucca,15000,483,0,1350,Yes,8,Few times a day,No,Yes,3%
Rural,Dhaka,Mixed,25000,350,0,1000,Yes,5,Few times a day,No,Yes,1%
Rural,Dhaka,Kaccha,8000,400,0,0,Yes,13,Few times a day,No,Yes,5%
Rural,Dhaka,Kaccha,15000,595,0,0,Yes,3,Few times a day,Yes,Yes,4%
Rural,Dhaka,Kaccha,8000,650,0,0,Yes,4,Few times a day,Yes,Yes,8%
Rural,Dhaka,Kaccha,8000,900,1,1200,Yes,10,Few times a day,Yes,Yes,11%
Rural,Dhaka,Mixed,8000,700,0,1100,Yes,5,Few times a day,No,Yes,9%
Rural,Dhaka,Pucca,15000,350,0,1200,Yes,13,Few times a day,Yes,Yes,2%
Rural,Dhaka,Mixed,5000,1500,1,500,Yes,10,Few times a day,No,No,30%
Rural,Dhaka,Kaccha,25000,1000,1,0,Yes,3,Few times a day,Yes,Yes,4%
Rural,Dhaka,Mixed,5000,597,0,0,Yes,3,Few times a day,No,No,12%
Rural,Dhaka,Mixed,5000,560,0,1100,Yes,5,Few times a day,No,Yes,11%
Rural,Dhaka,Kaccha,15000,600,0,0,Yes,8,Few times a day,No,Yes,4%
Rural,Dhaka,Mixed,15000,700,0,0,Yes,5,Few times a day,No,Yes,5%
Rural,Dhaka,Mixed,8000,1050,1,1100,Yes,5,Few times a day,Yes,Yes,13%
Rural,Dhaka,Kaccha,8000,300,0,1000,Yes,10,Few times a day,Yes,Yes,4%
Rural,Dhaka,Pucca,15000,500,0,0,Yes,3,Few times a day,No,No,3%
Rural,Dhaka,Kaccha,25000,1400,1,1000,Yes,5,Few times a day,No,Yes,6%
Rural,Dhaka,Kaccha,15000,800,1,0,Yes,6,Few times a day,No,Yes,5%
Rural,Dhaka,Mixed,35000,500,0,0,Yes,9,Few times a day,No,Yes,1%
Rural,Khulna,Pucca,15000,720,0,0,Yes,2,Few times a day,No,Yes,5%
Rural,Khulna,Pucca,15000,1500,1,0,Yes,3,Few times a day,Yes,Yes,10%
Rural,Khulna,Pucca,25000,900,1,0,Yes,2,Few times a day,No,Yes,4%
Rural,Khulna,Mixed,15000,982,1,0,Yes,3,Few times a day,No,Yes,7%
Rural,Khulna,Pucca,25000,670,0,0,Yes,3,Few times a day,No,Yes,3%
Rural,Khulna,Pucca,15000,1706,1,0,Yes,3,Few times a day,No,Yes,11%
Rural,Khulna,Mixed,45000,800,1,0,Yes,3,Few times a day,Yes,Yes,2%
Rural,Khulna,Mixed,25000,1500,1,0,Yes,2,Few times a day,No,Yes,6%
Rural,Khulna,Pucca,25000,1000,1,0,Yes,2,Few times a day,Yes,Yes,4%
Rural,Khulna,Kaccha,15000,1100,1,0,Yes,2,Few times a day,No,Yes,7%
Rural,Khulna,Kaccha,15000,259,0,0,Yes,2,Few times a day,No,Yes,2%
Rural,Khulna,Pucca,35000,1200,1,0,Yes,2,Few times a day,No,Yes,3%
Rural,Khulna,Pucca,35000,464,0,0,Yes,3,Few times a day,No,Yes,1%
Rural,Khulna,Mixed,8000,890,1,0,Yes,3,Once a day,No,Yes,11%
Rural,Khulna,Pucca,8000,320,0,0,Yes,2,Few times a day,No,Yes,4%
Rural,Khulna,Mixed,45000,1110,1,0,Yes,4,Few times a day,No,Yes,2%
Rural,Khulna,Mixed,8000,500,0,0,Yes,5,Few times a day,Yes,Yes,6%
Rural,Khulna,Pucca,8000,420,0,0,Yes,2,Few times a day,No,Yes,5%
Rural,Khulna,Pucca,15000,1100,1,0,Yes,2,Few times a day,No,Yes,7%
Rural,Khulna,Mixed,8000,800,1,1200,Yes,4,Few times a day,Yes,Yes,10%
Rural,Khulna,Mixed,8000,835,1,1200,Yes,4,Few times a day,Yes,Yes,10%
Rural,Khulna,Mixed,8000,1500,1,0,Yes,4,Few times a day,Yes,Yes,19%
Rural,Khulna,Pucca,8000,900,1,1200,Yes,4,Few times a day,Yes,Yes,11%
Rural,Khulna,Kaccha,15000,600,0,0,Yes,2,Few times a day,No,Yes,4%
Rural,Khulna,Pucca,25000,900,1,0,Yes,4,Few times a day,Yes,Yes,4%
Rural,Khulna,Mixed,15000,600,0,0,Yes,1,Few times a day,Yes,Yes,4%
Rural,Khulna,Kaccha,8000,300,0,1200,Yes,4,Few times a day,Yes,Yes,4%
Rural,Khulna,Kaccha,15000,750,0,0,Yes,2,Few times a day,Yes,Yes,5%
Rural,Khulna,Mixed,25000,800,1,0,Yes,2,Few times a day,Yes,Yes,3%
Rural,Khulna,Mixed,15000,600,0,0,Yes,3,Few times a day,Yes,Yes,4%
Rural,Khulna,Mixed,15000,800,1,1150,Yes,2,Few times a day,Yes,Yes,5%
Rural,Khulna,Mixed,15000,1500,1,0,Yes,2,Few times a day,No,Yes,10%
Rural,Khulna,Mixed,15000,1200,1,0,Yes,2,Few times a day,Yes,Yes,8%
Rural,Khulna,Mixed,15000,1285,1,1250,Yes,5,Few times a day,Yes,Yes,9%
Rural,Khulna,Pucca,25000,1200,1,1150,Yes,1,Few times a day,Yes,Yes,5%
Rural,Khulna,Pucca,15000,1200,1,1200,Yes,3,Few times a day,Yes,Yes,8%
Rural,Khulna,Mixed,15000,1500,1,0,Yes,2,Few times a day,Yes,Yes,10%
Rural,Khulna,Kaccha,8000,350,0,0,Yes,4,Few times a day,No,Yes,4%
Rural,Khulna,Kaccha,15000,600,0,0,Yes,4,Few times a day,No,Yes,4%
Rural,Khulna,Pucca,15000,570,0,1000,Yes,2,Few times a day,Yes,Yes,4%
Rural,Mymensingh,Pucca,25000,200,0,500,Yes,2,Few times a week,Yes,Yes,1%
Rural,Mymensingh,Mixed,25000,1000,1,0,Yes,3,Once a day,Yes,Yes,4%
Rural,Mymensingh,Mixed,25000,768,0,1100,Yes,3,Few times a week,Yes,Yes,3%
Rural,Mymensingh,Kaccha,15000,600,0,0,Yes,5,Few times a week,Yes,No,4%
Rural,Mymensingh,Mixed,25000,1000,1,0,No,,,,,4%
Rural,Mymensingh,Kaccha,15000,600,0,1050,Yes,2,Once a day,No,No,4%
Rural,Mymensingh,Mixed,25000,890,1,1450,Yes,4,Few times a week,Yes,Yes,4%
Rural,Mymensingh,Mixed,25000,1400,1,0,Yes,5,Few times a day,No,Yes,6%
Rural,Mymensingh,Pucca,35000,500,0,1350,Yes,5,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Mixed,35000,1400,1,500,Yes,2,Few times a week,Yes,Yes,4%
Rural,Mymensingh,Mixed,15000,1400,1,500,Yes,5,Few times a day,Yes,Yes,9%
Rural,Mymensingh,Kaccha,15000,500,0,0,Yes,9,Few times a day,No,Yes,3%
Rural,Mymensingh,Pucca,25000,550,0,1300,Yes,10,Few times a day,Yes,Yes,2%
Rural,Mymensingh,Kaccha,5000,400,0,0,Yes,10,Few times a day,No,Yes,8%
Rural,Mymensingh,Kaccha,35000,450,0,0,Yes,12,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Kaccha,15000,305,0,0,Yes,10,Few times a day,Yes,Yes,2%
Rural,Mymensingh,Mixed,25000,1500,1,1300,Yes,10,Few times a day,Yes,Yes,6%
Rural,Mymensingh,Kaccha,15000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Mixed,15000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Mixed,15000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Mixed,25000,350,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Mixed,15000,355,0,0,Yes,12,Few times a day,No,Yes,2%
Rural,Mymensingh,Kaccha,15000,200,0,1300,Yes,10,Few times a day,Yes,Yes,1%
Rural,Mymensingh,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Mymensingh,Kaccha,8000,250,0,0,Yes,10,Few times a day,Yes,Yes,3%
Rural,Mymensingh,Kaccha,15000,250,0,0,Yes,10,Don’t know,No,Yes,2%
Rural,Mymensingh,Kaccha,8000,400,0,0,Yes,10,Few times a day,No,Yes,5%
Rural,Mymensingh,Kaccha,15000,400,0,1300,Yes,10,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Pucca,15000,650,0,0,Yes,5,Few times a day,Yes,Yes,4%
Rural,Rajshahi,Pucca,15000,500,0,0,Yes,2,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Pucca,15000,350,0,0,Yes,3,Few times a day,No,Yes,2%
Rural,Rajshahi,Pucca,35000,522,0,0,Yes,2,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Pucca,25000,533,0,0,Yes,3,Few times a day,Yes,Yes,2%
Rural,Rajshahi,Pucca,25000,1400,1,0,Yes,2,Few times a day,Yes,Yes,6%
Rural,Rajshahi,Pucca,15000,750,0,0,Yes,3,Few times a day,Yes,Yes,5%
Rural,Rajshahi,Pucca,15000,700,0,0,Yes,3,Few times a day,Yes,Yes,5%
Rural,Rajshahi,Pucca,15000,200,0,0,Yes,3,Few times a day,No,Yes,1%
Rural,Rajshahi,Pucca,15000,600,0,0,Yes,4,Few times a day,Yes,Yes,4%
Rural,Rajshahi,Pucca,15000,550,0,0,Yes,3,Few times a day,No,Yes,4%
Rural,Rajshahi,Pucca,15000,300,0,0,Yes,3,Few times a day,Yes,Yes,2%
Rural,Rajshahi,Pucca,8000,480,0,0,Yes,4,Few times a day,Yes,Yes,6%
Rural,Rajshahi,Kaccha,8000,200,0,0,Yes,4,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Mixed,15000,253,0,0,Yes,3,Few times a day,No,Yes,2%
Rural,Rajshahi,Mixed,35000,272,0,0,Yes,5,Few times a day,No,Yes,1%
Rural,Rajshahi,Pucca,5000,400,0,0,Yes,3,Few times a day,Yes,Yes,8%
Rural,Rajshahi,Mixed,15000,600,0,0,Yes,3,Few times a day,No,Yes,4%
Rural,Rajshahi,Pucca,15000,706,0,0,Yes,3,Few times a day,Yes,Yes,5%
Rural,Rajshahi,Pucca,25000,400,0,0,Yes,3,Few times a day,Yes,Yes,2%
Rural,Rajshahi,Pucca,25000,600,0,0,Yes,3,Few times a day,No,Yes,2%
Rural,Rajshahi,Pucca,15000,280,0,0,Yes,3,Few times a day,No,Yes,2%
Rural,Rajshahi,Pucca,15000,400,0,0,Yes,3,Few times a day,No,Yes,3%
Rural,Rajshahi,Pucca,35000,550,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Rajshahi,Pucca,8000,250,0,0,Yes,8,Few times a day,Yes,Yes,3%
